Year,Fips,Area,AgeGroup,Tot,TotM,TotF,AngT,AngM,AngF,BlkT,BlkM,BlkF,HispT,HispM,HispF,OthT,OthM,OthF
1994,0,TEXAS, ALL,18378185,9074757,9303428,10831359,5322570,5508789,2141275,1034962,1106313,4978510,2504491,2474019,427041,212734,214307
1995,0,TEXAS,  00,321975,164764,157211,139366,71396,67970,39144,19975,19169,134563,68795,65768,8902,4598,4304
1995,0,TEXAS,  01,324684,165913,158771,142400,72975,69425,40737,20651,20086,132929,67848,65081,8618,4439,4179
1995,0,TEXAS,  02,327533,166961,160572,145920,74753,71167,42314,21418,20896,130905,66501,64404,8394,4289,4105
1995,0,TEXAS,  03,327466,167032,160434,149224,76423,72801,43251,21980,21271,126876,64482,62394,8115,4147,3968
1995,0,TEXAS,  04,326866,166851,160015,153443,78635,74808,43423,21977,21446,122145,62175,59970,7855,4064,3791
1995,0,TEXAS,  05,312095,159438,152657,152714,78468,74246,41826,21205,20621,110628,56133,54495,6927,3632,3295
1995,0,TEXAS,  06,298000,152437,145563,148798,76507,72291,39696,20099,19597,102694,52356,50338,6812,3475,3337
1995,0,TEXAS,  07,293404,150264,143140,147592,75869,71723,38839,19732,19107,100335,51318,49017,6638,3345,3293
1995,0,TEXAS,  08,290586,148766,141820,147409,75617,71792,37918,19179,18739,98807,50687,48120,6452,3283,3169
1995,0,TEXAS,  09,293384,150113,143271,150005,76969,73036,37825,19106,18719,99084,50778,48306,6470,3260,3210
1995,0,TEXAS,  10,291843,148820,143023,150153,76819,73334,37566,19063,18503,97528,49579,47949,6596,3359,3237
1995,0,TEXAS,  11,288045,147093,140952,148322,76080,72242,36850,18686,18164,96245,48915,47330,6628,3412,3216
1995,0,TEXAS,  12,292467,149629,142838,150575,77400,73175,37402,19022,18380,97701,49719,47982,6789,3488,3301
1995,0,TEXAS,  13,283006,144895,138111,145417,74624,70793,36242,18391,17851,94735,48457,46278,6612,3423,3189
1995,0,TEXAS,  14,293321,150117,143204,150255,77169,73086,38309,19483,18826,97924,49961,47963,6833,3504,3329
1995,0,TEXAS,  15,292399,149633,142766,149942,77060,72882,38791,19689,19102,96824,49383,47441,6842,3501,3341
1995,0,TEXAS,  16,277036,141712,135324,141915,72724,69191,36903,18728,18175,91569,46848,44721,6649,3412,3237
1995,0,TEXAS,  17,271440,138825,132615,139007,71158,67849,35857,18271,17586,89832,45848,43984,6744,3548,3196
1995,0,TEXAS,  18,287827,147891,139936,151392,78158,73234,37597,19404,18193,91465,46455,45010,7373,3874,3499
1995,0,TEXAS,  19,308182,159177,149005,165726,85681,80045,39785,20737,19048,94504,48347,46157,8167,4412,3755
1995,0,TEXAS,  20,304813,157670,147143,162959,84115,78844,38820,20403,18417,94959,48797,46162,8075,4355,3720
1995,0,TEXAS,  21,299821,156032,143789,159396,82682,76714,38551,20456,18095,93849,48547,45302,8025,4347,3678
1995,0,TEXAS,00-04,1628524,831521,797003,730353,374182,356171,208869,106001,102868,647418,329801,317617,41884,21537,20347
1995,0,TEXAS,05-09,1487469,761018,726451,746518,383430,363088,196104,99321,96783,511548,261272,250276,33299,16995,16304
1995,0,TEXAS,10-14,1448682,740554,708128,744722,382092,362630,186369,94645,91724,484133,246631,237502,33458,17186,16272
1995,0,TEXAS,15-19,1436884,737238,699646,747982,384781,363201,188933,96829,92104,464194,236881,227313,35775,18747,17028
1995,0,TEXAS,20-24,1482862,772271,710591,779463,404674,374789,194431,102650,91781,469567,243808,225759,39401,21139,18262
1995,0,TEXAS,25-29,1382012,704764,677248,729720,366236,363484,178656,90509,88147,436538,228754,207784,37098,19265,17833
1995,0,TEXAS,30-34,1577092,797643,779449,907965,453570,454395,194782,96430,98352,433325,226902,206423,41020,20741,20279
1995,0,TEXAS,35-39,1578700,792258,786442,958080,481301,476779,188826,91457,97369,389510,199189,190321,42284,20311,21973
1995,0,TEXAS,40-44,1380182,687923,692259,867574,435487,432087,157164,74976,82188,317016,159152,157864,38428,18308,20120
1995,0,TEXAS,45-49,1177702,581309,596393,775381,387014,388367,119248,55199,64049,251090,123808,127282,31983,15288,16695
1995,0,TEXAS,50-54,895070,438978,456092,612647,304376,308271,83867,38608,45259,177198,85474,91724,21358,10520,10838
1995,0,TEXAS,55-59,715047,345070,369977,496792,243918,252874,66275,29573,36702,137474,64451,73023,14506,7128,7378
1995,0,TEXAS,60-64,632027,298221,333806,446930,215287,231643,58333,25391,32942,116409,52877,63532,10355,4666,5689
1995,0,TEXAS,65-69,579920,263312,316608,420720,194705,226015,50789,21218,29571,100683,44020,56663,7728,3369,4359
1995,0,TEXAS,70-74,503517,218193,285324,376185,164129,212056,41906,16843,25063,79809,34808,45001,5617,2413,3204
1995,0,TEXAS,75-79,364429,148599,215830,281808,115269,166539,31088,11831,19257,47992,19980,28012,3541,1519,2022
1995,0,TEXAS,80-84,247890,87877,160013,191875,67296,124579,20485,6845,13640,33609,12972,20637,1921,764,1157
1995,0,TEXAS, 85+,205982,57779,148203,157367,41914,115453,19821,5825,13996,27334,9477,17857,1460,563,897
1995,0,TEXAS,15-44,8837732,4492097,4345635,4990784,2526049,2464735,1102792,552851,549941,2510150,1294686,1215464,234006,118511,115495
1995,0,TEXAS,15-49,10015434,5073406,4942028,5766165,2913063,2853102,1222040,608050,613990,2761240,1418494,1342746,265989,133799,132190
1995,0,TEXAS, 18+,13318441,6501265,6817176,8319625,4039015,4280610,1483053,707496,775557,3203523,1600474,1603049,312240,154280,157960
1995,0,TEXAS, 21+,12417619,6036527,6381092,7839548,3791061,4048487,1366851,646952,719899,2922595,1456875,1465720,288625,141639,146986
1995,0,TEXAS, 65+,1901738,775760,1125978,1427955,583313,844642,164089,62562,101527,289427,121257,168170,20267,8628,11639
1995,0,TEXAS, ALL,18723991,9264528,9459463,10972082,5399661,5572421,2185946,1064151,1121795,5124847,2580257,2544590,441116,220459,220657
1996,0,TEXAS,  00,328103,167649,160454,139849,71721,68128,38555,19498,19057,140058,71413,68645,9641,5017,4624
1996,0,TEXAS,  01,325972,166801,159171,141612,72537,69075,39429,20129,19300,135817,69427,66390,9114,4708,4406
1996,0,TEXAS,  02,328727,167974,160753,144646,74115,70531,41034,20804,20230,134225,68514,65711,8822,4541,4281
1996,0,TEXAS,  03,331613,169052,162561,148201,75912,72289,42610,21584,21026,132201,67162,65039,8601,4394,4207
1996,0,TEXAS,  04,331562,169129,162433,151488,77580,73908,43550,22143,21407,128193,65150,63043,8331,4256,4075
1996,0,TEXAS,  05,330265,168606,161659,155340,79621,75719,43653,22093,21560,123240,62738,60502,8032,4154,3878
1996,0,TEXAS,  06,315496,161196,154300,154603,79450,75153,42065,21324,20741,111729,56704,55025,7099,3718,3381
1996,0,TEXAS,  07,301440,154231,147209,150695,77495,73200,39936,20229,19707,103813,52938,50875,6996,3569,3427
1996,0,TEXAS,  08,296826,152024,144802,149487,76850,72637,39073,19851,19222,101455,51887,49568,6811,3436,3375
1996,0,TEXAS,  09,294008,150544,143464,149286,76599,72687,38163,19306,18857,99927,51269,48658,6632,3370,3262
1996,0,TEXAS,  10,296946,151925,145021,151935,77929,74006,38140,19281,18859,100210,51355,48855,6661,3360,3301
1996,0,TEXAS,  11,295445,150677,144768,152094,77807,74287,37889,19242,18647,98676,50169,48507,6786,3459,3327
1996,0,TEXAS,  12,291621,148930,142691,150251,77043,73208,37164,18871,18293,97389,49504,47885,6817,3512,3305
1996,0,TEXAS,  13,295983,151410,144573,152466,78349,74117,37712,19183,18529,98824,50291,48533,6981,3587,3394
1996,0,TEXAS,  14,286534,146674,139860,147341,75590,71751,36556,18561,17995,95834,49005,46829,6803,3518,3285
1996,0,TEXAS,  15,298035,152462,145573,152795,78355,74440,38730,19721,19009,99429,50749,48680,7081,3637,3444
1996,0,TEXAS,  16,297502,152214,145288,152632,78341,74291,39330,19997,19333,98389,50200,48189,7151,3676,3475
1996,0,TEXAS,  17,282679,144684,137995,144939,74182,70757,37521,19144,18377,93155,47673,45482,7064,3685,3379
1996,0,TEXAS,  18,295972,152192,143780,156180,80455,75725,39071,20195,18876,93145,47557,45588,7576,3985,3591
1996,0,TEXAS,  19,314942,162473,152469,170492,88178,82314,40638,21136,19502,95536,48719,46817,8276,4440,3836
1996,0,TEXAS,  20,308973,159820,149153,165873,85741,80132,39281,20676,18605,95459,48891,46568,8360,4512,3848
1996,0,TEXAS,  21,307354,159899,147455,163545,84888,78657,39015,20777,18238,96403,49721,46682,8391,4513,3878
1996,0,TEXAS,00-04,1645977,840605,805372,725796,371865,353931,205178,104158,101020,670494,341666,328828,44509,22916,21593
1996,0,TEXAS,05-09,1538035,786601,751434,759411,390015,369396,202890,102803,100087,540164,275536,264628,35570,18247,17323
1996,0,TEXAS,10-14,1466529,749616,716913,754087,386718,367369,187461,95138,92323,490933,250324,240609,34048,17436,16612
1996,0,TEXAS,15-19,1489130,764025,725105,777038,399511,377527,195290,100193,95097,479654,244898,234756,37148,19423,17725
1996,0,TEXAS,20-24,1509474,787365,722109,794683,413566,381117,196461,104356,92105,477265,247425,229840,41065,22018,19047
1996,0,TEXAS,25-29,1406547,719887,686660,738398,372344,366054,181961,93382,88579,447677,234136,213541,38511,20025,18486
1996,0,TEXAS,30-34,1551977,785140,766837,880515,438956,441559,192570,95859,96711,437509,229399,208110,41383,20926,20457
1996,0,TEXAS,35-39,1606530,806144,800386,967909,485372,482537,191950,92896,99054,403713,207087,196626,42958,20789,22169
1996,0,TEXAS,40-44,1429490,713692,715798,894307,449071,445236,163628,78301,85327,331907,167319,164588,39648,19001,20647
1996,0,TEXAS,45-49,1234455,609046,625409,804977,401386,403591,128306,59277,69029,266876,132032,134844,34296,16351,17945
1996,0,TEXAS,50-54,934640,458733,475907,636049,316203,319846,87190,40177,47013,188429,91175,97254,22972,11178,11794
1996,0,TEXAS,55-59,740714,358430,382284,514037,252719,261318,68160,30549,37611,142729,67345,75384,15788,7817,7971
1996,0,TEXAS,60-64,638590,301400,337190,449553,216590,232963,58751,25514,33237,119141,54151,64990,11145,5145,6000
1996,0,TEXAS,65-69,582857,265870,316987,421546,196227,225319,50447,21042,29405,102664,45040,57624,8200,3561,4639
1996,0,TEXAS,70-74,508235,220005,288230,377001,164687,212314,42587,16944,25643,82621,35798,46823,6026,2576,3450
1996,0,TEXAS,75-79,380025,155755,224270,292279,120131,172148,31844,12246,19598,52009,21712,30297,3893,1666,2227
1996,0,TEXAS,80-84,251355,90187,161168,194967,69502,125465,20141,6705,13436,34135,13127,21008,2112,853,1259
1996,0,TEXAS, 85+,213701,60146,153555,162168,43493,118675,20357,5837,14520,29519,10186,19333,1657,630,1027
1996,0,TEXAS,15-44,8993148,4576253,4416895,5052850,2558820,2494030,1121860,564987,556873,2577725,1330264,1247461,240713,122182,118531
1996,0,TEXAS,15-49,10227603,5185299,5042304,5857827,2960206,2897621,1250166,624264,625902,2844601,1462296,1382305,275009,138533,136476
1996,0,TEXAS, 18+,13599504,6646465,6953039,8455061,4108880,4346181,1514062,724416,789646,3304875,1652208,1652667,325506,160961,164545
1996,0,TEXAS, 21+,12679617,6171980,6507637,7962516,3854506,4108010,1395072,662409,732663,3020735,1507041,1513694,301294,148024,153270
1996,0,TEXAS, 65+,1936173,791963,1144210,1447961,594040,853921,165376,62774,102602,300948,125863,175085,21888,9286,12602
1996,0,TEXAS, ALL,19128261,9472647,9655614,11144721,5488356,5656365,2225172,1085377,1139795,5297439,2668356,2629083,460929,230558,230371
1997,0,TEXAS,  00,339482,173548,165934,141905,72883,69022,39711,20046,19665,147402,75233,72169,10464,5386,5078
1997,0,TEXAS,  01,329868,168608,161260,141029,72379,68650,38643,19554,19089,140442,71599,68843,9754,5076,4678
1997,0,TEXAS,  02,327899,167821,160078,142875,73221,69654,39516,20175,19341,136289,69668,66621,9219,4757,4462
1997,0,TEXAS,  03,330695,169008,161687,145945,74811,71134,41142,20862,20280,134673,68735,65938,8935,4600,4335
1997,0,TEXAS,  04,333651,170107,163544,149530,76602,72928,42720,21652,21068,132676,67393,65283,8725,4460,4265
1997,0,TEXAS,  05,333252,170007,163245,152607,78166,74441,43639,22191,21448,128582,65349,63233,8424,4301,4123
1997,0,TEXAS,  06,331953,169486,162467,156444,80198,76246,43740,22144,21596,123661,62959,60702,8108,4185,3923
1997,0,TEXAS,  07,317265,162129,155136,155749,80060,75689,42162,21376,20786,112162,56930,55232,7192,3763,3429
1997,0,TEXAS,  08,303206,155155,148051,151831,78089,73742,40026,20275,19751,104256,53174,51082,7093,3617,3476
1997,0,TEXAS,  09,298608,152927,145681,150637,77443,73194,39158,19904,19254,101909,52102,49807,6904,3478,3426
1997,0,TEXAS,  10,295776,151444,144332,150400,77146,73254,38329,19393,18936,100333,51492,48841,6714,3413,3301
1997,0,TEXAS,  11,298733,152853,145880,153044,78486,74558,38314,19384,18930,100630,51576,49054,6745,3407,3338
1997,0,TEXAS,  12,297185,151543,145642,153172,78336,74836,38040,19319,18721,99105,50388,48717,6868,3500,3368
1997,0,TEXAS,  13,293348,149813,143535,151315,77562,73753,37333,18968,18365,97781,49715,48066,6919,3568,3351
1997,0,TEXAS,  14,297674,152262,145412,153516,78872,74644,37862,19261,18601,99223,50496,48727,7073,3633,3440
1997,0,TEXAS,  15,288621,147653,140968,148645,76160,72485,36766,18677,18089,96306,49246,47060,6904,3570,3334
1997,0,TEXAS,  16,300531,153707,146824,154295,79032,75263,39035,19901,19134,99966,51040,48926,7235,3734,3501
1997,0,TEXAS,  17,300455,153780,146675,154402,79162,75240,39712,20281,19431,98925,50478,48447,7416,3859,3557
1997,0,TEXAS,  18,305627,157277,148350,161704,83316,78388,40585,20999,19586,95583,48918,46665,7755,4044,3711
1997,0,TEXAS,  19,320939,165556,155383,174549,90034,84515,41825,21742,20083,96220,49297,46923,8345,4483,3862
1997,0,TEXAS,  20,311992,161147,150845,168731,87258,81473,39606,20794,18812,95389,48668,46721,8266,4427,3839
1997,0,TEXAS,  21,308125,160245,147880,164691,85576,79115,39056,20818,18238,95906,49288,46618,8472,4563,3909
1997,0,TEXAS,00-04,1661595,849092,812503,721284,369896,351388,201732,102289,99443,691482,352628,338854,47097,24279,22818
1997,0,TEXAS,05-09,1584284,809704,774580,767268,393956,373312,208725,105890,102835,570570,290514,280056,37721,19344,18377
1997,0,TEXAS,10-14,1482716,757915,724801,761447,390402,371045,189878,96325,93553,497072,253667,243405,34319,17521,16798
1997,0,TEXAS,15-19,1516173,777973,738200,793595,407704,385891,197923,101600,96323,487000,248979,238021,37655,19690,17965
1997,0,TEXAS,20-24,1521814,793179,728635,803780,418447,385333,196598,104514,92084,479888,247954,231934,41548,22264,19284
1997,0,TEXAS,25-29,1432008,736216,695792,750433,380971,369462,185963,96559,89404,456347,238269,218078,39265,20417,18848
1997,0,TEXAS,30-34,1520244,768992,751252,848269,421917,426352,189887,94919,94968,440712,231289,209423,41376,20867,20509
1997,0,TEXAS,35-39,1610254,808452,801802,963355,482246,481109,192072,93146,98926,411908,212072,199836,42919,20988,21931
1997,0,TEXAS,40-44,1479289,738581,740708,919757,461529,458228,170915,81761,89154,347940,175807,172133,40677,19484,21193
1997,0,TEXAS,45-49,1251280,617128,634152,806320,401755,404565,133566,61650,71916,275854,136802,139052,35540,16921,18619
1997,0,TEXAS,50-54,1004885,493682,511203,681856,339250,342606,93104,42884,50220,204676,99353,105323,25249,12195,13054
1997,0,TEXAS,55-59,767163,371836,395327,532414,261840,270574,70157,31636,38521,147556,69934,77622,17036,8426,8610
1997,0,TEXAS,60-64,648059,306264,341795,454398,219197,235201,59209,25651,33558,122572,55817,66755,11880,5599,6281
1997,0,TEXAS,65-69,579806,264991,314815,417644,194944,222700,50042,20807,29235,103482,45470,58012,8638,3770,4868
1997,0,TEXAS,70-74,509191,220733,288458,375722,164819,210903,42489,16765,25724,84650,36452,48198,6330,2697,3633
1997,0,TEXAS,75-79,396076,163199,232877,302846,125224,177622,32584,12521,20063,56376,23635,32741,4270,1819,2451
1997,0,TEXAS,80-84,254334,91995,162339,197267,71023,126244,20242,6719,13523,34556,13318,21238,2269,935,1334
1997,0,TEXAS, 85+,220166,62172,157994,166145,44815,121330,20646,5862,14784,31506,10782,20724,1869,713,1156
1997,0,TEXAS,15-44,9079782,4623393,4456389,5079189,2572814,2506375,1133358,572499,560859,2623795,1354370,1269425,243440,123710,119730
1997,0,TEXAS,15-49,10331062,5240521,5090541,5885509,2974569,2910940,1266924,634149,632775,2899649,1491172,1408477,278980,140631,138349
1997,0,TEXAS, 18+,13821135,6760253,7060882,8556459,4161327,4395132,1539884,738135,801749,3389826,1695169,1694657,334966,165622,169344
1997,0,TEXAS, 21+,12882577,6276273,6606304,8051475,3900719,4150756,1417868,674600,743268,3102634,1548286,1554348,310600,152668,157932
1997,0,TEXAS, 65+,1959573,803090,1156483,1459624,600825,858799,166003,62674,103329,310570,129657,180913,23376,9934,13442
1997,0,TEXAS, ALL,19439337,9632104,9807233,11263800,5549935,5713865,2255732,1101498,1154234,5444147,2742742,2701405,475658,237929,237729
1998,0,TEXAS,  00,338000,172738,165262,139650,71528,68122,39458,19988,19470,148249,75794,72455,10643,5428,5215
1998,0,TEXAS,  01,341545,174633,166912,143258,73606,69652,39844,20121,19723,147821,75440,72381,10622,5466,5156
1998,0,TEXAS,  02,332064,169757,162307,142486,73142,69344,38761,19620,19141,140919,71844,69075,9898,5151,4747
1998,0,TEXAS,  03,330139,168954,161185,144330,73969,70361,39659,20248,19411,136772,69898,66874,9378,4839,4539
1998,0,TEXAS,  04,332964,170147,162817,147415,75561,71854,41287,20932,20355,135170,68979,66191,9092,4675,4417
1998,0,TEXAS,  05,335460,171049,164411,150743,77233,73510,42824,21709,21115,133047,67581,65466,8846,4526,4320
1998,0,TEXAS,  06,335086,170969,164117,153815,78806,75009,43749,22251,21498,128973,65545,63428,8549,4367,4182
1998,0,TEXAS,  07,333821,170459,163362,157662,80832,76830,43859,22210,21649,124074,63172,60902,8226,4245,3981
1998,0,TEXAS,  08,319137,163102,156035,156954,80680,76274,42274,21437,20837,112591,57156,55435,7318,3829,3489
1998,0,TEXAS,  09,305113,156136,148977,153052,78724,74328,40145,20335,19810,104701,53400,51301,7215,3677,3538
1998,0,TEXAS,  10,300580,153944,146636,151817,78032,73785,39337,20004,19333,102388,52362,50026,7038,3546,3492
1998,0,TEXAS,  11,297754,152467,145287,151604,77746,73858,38509,19494,19015,100796,51739,49057,6845,3488,3357
1998,0,TEXAS,  12,300675,153837,146838,154212,79066,75146,38482,19477,19005,101110,51828,49282,6871,3466,3405
1998,0,TEXAS,  13,299108,152536,146572,154340,78920,75420,38216,19415,18801,99560,50637,48923,6992,3564,3428
1998,0,TEXAS,  14,295227,150758,144469,152435,78115,74320,37499,19052,18447,98245,49959,48286,7048,3632,3416
1998,0,TEXAS,  15,300139,153444,146695,154957,79502,75455,38071,19379,18692,99866,50835,49031,7245,3728,3517
1998,0,TEXAS,  16,291569,149120,142449,150324,76925,73399,37089,18856,18233,97026,49629,47397,7130,3710,3420
1998,0,TEXAS,  17,303841,155476,148365,156208,79934,76274,39422,20182,19240,100652,51404,49248,7559,3956,3603
1998,0,TEXAS,  18,323896,166595,157301,171399,88396,83003,42836,22164,20672,101466,51778,49688,8195,4257,3938
1998,0,TEXAS,  19,331235,170918,160317,180272,92955,87317,43462,22600,20862,98892,50777,48115,8609,4586,4023
1998,0,TEXAS,  20,318617,164470,154147,173042,89193,83849,40871,21416,19455,96261,49330,46931,8443,4531,3912
1998,0,TEXAS,  21,311811,161862,149949,167785,87186,80599,39480,20962,18518,96031,49153,46878,8515,4561,3954
1998,0,TEXAS,00-04,1674712,856229,818483,717139,367806,349333,199009,100909,98100,708931,361955,346976,49633,25559,24074
1998,0,TEXAS,05-09,1628617,831715,796902,772226,396275,375951,212851,107942,104909,603386,306854,296532,40154,20644,19510
1998,0,TEXAS,10-14,1493344,763542,729802,764408,391879,372529,192043,97442,94601,502099,256525,245574,34794,17696,17098
1998,0,TEXAS,15-19,1550680,795553,755127,813160,417712,395448,200880,103181,97699,497902,254423,243479,38738,20237,18501
1998,0,TEXAS,20-24,1535140,798924,736216,814114,423458,390656,197423,104913,92510,481331,247894,233437,42272,22659,19613
1998,0,TEXAS,25-29,1471533,759331,712202,771465,393918,377547,191201,99999,91202,468098,244245,223853,40769,21169,19600
1998,0,TEXAS,30-34,1477477,747705,729772,811633,403312,408321,185295,93102,92193,439228,230426,208802,41321,20865,20456
1998,0,TEXAS,35-39,1616462,811642,804820,958277,478599,479678,192699,93484,99215,422140,218152,203988,43346,21407,21939
1998,0,TEXAS,40-44,1517998,757972,760026,938019,470411,467608,176512,84301,92211,361876,183272,178604,41591,19988,21603
1998,0,TEXAS,45-49,1284710,634215,650495,819797,408667,411130,139575,64552,75023,288330,143355,144975,37008,17641,19367
1998,0,TEXAS,50-54,1057489,519095,538394,712469,354014,358455,99152,45543,53609,218551,106453,112098,27317,13085,14232
1998,0,TEXAS,55-59,807185,392035,415150,560192,275970,284222,73229,33111,40118,155099,73726,81373,18665,9228,9437
1998,0,TEXAS,60-64,658929,311976,346953,461645,222921,238724,59067,25563,33504,125574,57469,68105,12643,6023,6620
1998,0,TEXAS,65-69,580324,265728,314596,416101,194710,221391,50213,20869,29344,104850,46140,58710,9160,4009,5151
1998,0,TEXAS,70-74,510952,221732,289220,375500,165355,210145,42235,16626,25609,86495,36883,49612,6722,2868,3854
1998,0,TEXAS,75-79,408431,169131,239300,309591,128699,180892,33343,12822,20521,60916,25657,35259,4581,1953,2628
1998,0,TEXAS,80-84,257727,94022,163705,200190,72740,127450,20258,6742,13516,34816,13512,21304,2463,1028,1435
1998,0,TEXAS, 85+,227904,64996,162908,170801,46857,123944,21163,5890,15273,33833,11441,22392,2107,808,1299
1998,0,TEXAS,15-44,9169290,4671127,4498163,5106668,2587410,2519258,1144010,578980,565030,2670575,1378412,1292163,248037,126325,121712
1998,0,TEXAS,15-49,10454000,5305342,5148658,5926465,2996077,2930388,1283585,643532,640053,2958905,1521767,1437138,285045,143966,141079
1998,0,TEXAS, 18+,14067392,6886017,7181375,8671465,4220982,4450483,1567663,752281,815382,3481495,1741180,1740315,346769,171574,175195
1998,0,TEXAS, 21+,13093644,6384034,6709610,8146752,3950438,4196314,1440494,686101,754393,3184876,1589295,1595581,321522,158200,163322
1998,0,TEXAS, 65+,1985338,815609,1169729,1472183,608361,863822,167212,62949,104263,320910,133633,187277,25033,10666,14367
1998,0,TEXAS, ALL,19759614,9795543,9964071,11386727,5613303,5773424,2286148,1116991,1169157,5593455,2818382,2775073,493284,246867,246417
1999,0,TEXAS,  00,352946,180221,172725,143883,73616,70267,40523,20584,19939,157216,80184,77032,11324,5837,5487
1999,0,TEXAS,  01,339267,173371,165896,140730,72078,68652,39477,19996,19481,148303,75816,72487,10757,5481,5276
1999,0,TEXAS,  02,342847,175288,167559,144321,74141,70180,39867,20141,19726,147922,75482,72440,10737,5524,5213
1999,0,TEXAS,  03,333462,170444,163018,143569,73684,69885,38810,19643,19167,141064,71905,69159,10019,5212,4807
1999,0,TEXAS,  04,331521,169645,161876,145387,74513,70874,39696,20262,19434,136940,69971,66969,9498,4899,4599
1999,0,TEXAS,  05,334160,170758,163402,148379,76060,72319,41311,20953,20358,135290,69022,66268,9180,4723,4457
1999,0,TEXAS,  06,336634,171644,164990,151698,77722,73976,42842,21721,21121,133163,67638,65525,8931,4563,4368
1999,0,TEXAS,  07,336272,171595,164677,154747,79298,75449,43780,22268,21512,129109,65613,63496,8636,4416,4220
1999,0,TEXAS,  08,335041,171080,163961,158593,81309,77284,43904,22234,21670,124227,63248,60979,8317,4289,4028
1999,0,TEXAS,  09,320315,163712,156603,157845,81144,76701,42284,21443,20841,112777,57252,55525,7409,3873,3536
1999,0,TEXAS,  10,306262,156712,149550,153876,79140,74736,40242,20388,19854,104832,53457,51375,7312,3727,3585
1999,0,TEXAS,  11,301760,154555,147205,152647,78454,74193,39430,20056,19374,102547,52443,50104,7136,3602,3534
1999,0,TEXAS,  12,298828,153025,145803,152384,78141,74243,38581,19541,19040,100937,51817,49120,6926,3526,3400
1999,0,TEXAS,  13,301783,154402,147381,154987,79457,75530,38584,19530,19054,101255,51898,49357,6957,3517,3440
1999,0,TEXAS,  14,300216,153093,147123,155113,79313,75800,38294,19454,18840,99720,50714,49006,7089,3612,3477
1999,0,TEXAS,  15,296259,151170,145089,153196,78406,74790,37582,19090,18492,98316,49981,48335,7165,3693,3472
1999,0,TEXAS,  16,301512,154077,147435,155861,79875,75986,38249,19482,18767,100006,50901,49105,7396,3819,3577
1999,0,TEXAS,  17,293529,150165,143364,151587,77503,74084,37376,19075,18301,97179,49693,47486,7387,3894,3493
1999,0,TEXAS,  18,324783,166875,157908,171740,88336,83404,42237,21868,20369,102553,52357,50196,8253,4314,3939
1999,0,TEXAS,  19,347129,179032,168097,188708,97446,91262,45394,23594,21800,104095,53267,50828,8932,4725,4207
1999,0,TEXAS,  20,327143,168864,158279,177877,91618,86259,42329,22184,20145,98299,50461,47838,8638,4601,4037
1999,0,TEXAS,  21,316665,164275,152390,171301,88727,82574,40506,21464,19042,96268,49476,46792,8590,4608,3982
1999,0,TEXAS,00-04,1700043,868969,831074,717890,368032,349858,198373,100626,97747,731445,373358,358087,52335,26953,25382
1999,0,TEXAS,05-09,1662422,848789,813633,771262,395533,375729,214121,108619,105502,634566,322773,311793,42473,21864,20609
1999,0,TEXAS,10-14,1508849,771787,737062,769007,394505,374502,195131,98969,96162,509291,260329,248962,35420,17984,17436
1999,0,TEXAS,15-19,1563212,801319,761893,821092,421566,399526,200838,103109,97729,502149,256199,245950,39133,20445,18688
1999,0,TEXAS,20-24,1553367,807636,745731,827193,429944,397249,199996,106199,93797,483357,248620,234737,42821,22873,19948
1999,0,TEXAS,25-29,1493327,772571,720756,783806,401719,382087,193639,102153,91486,474282,247056,227226,41600,21643,19957
1999,0,TEXAS,30-34,1443467,731204,712263,782286,389193,393093,181501,91541,89960,438434,229642,208792,41246,20828,20418
1999,0,TEXAS,35-39,1612891,809751,803140,946049,471165,474884,192624,93616,99008,430719,223313,207406,43499,21657,21842
1999,0,TEXAS,40-44,1549908,774265,775643,951734,477161,474573,181001,86435,94566,374655,190189,184466,42518,20480,22038
1999,0,TEXAS,45-49,1323874,654264,669610,840385,419027,421358,145116,67256,77860,300477,149914,150563,37896,18067,19829
1999,0,TEXAS,50-54,1108178,543712,564466,739283,367151,372132,106466,48803,57663,232690,113553,119137,29739,14205,15534
1999,0,TEXAS,55-59,845124,410680,434444,585145,288416,296729,76127,34349,41778,163719,78015,85704,20133,9900,10233
1999,0,TEXAS,60-64,672711,319237,353474,471013,227786,243227,59451,25811,33640,128744,59159,69585,13503,6481,7022
1999,0,TEXAS,65-69,581839,267226,314613,415693,195144,220549,50330,20896,29434,106159,46934,59225,9657,4252,5405
1999,0,TEXAS,70-74,510262,222036,288226,373184,165241,207943,41952,16504,25448,88103,37279,50824,7023,3012,4011
1999,0,TEXAS,75-79,418596,174086,244510,315095,131581,183514,33585,12995,20590,64977,27419,37558,4939,2091,2848
1999,0,TEXAS,80-84,261365,96192,165173,202768,74467,128301,20424,6722,13702,35619,13921,21698,2554,1082,1472
1999,0,TEXAS, 85+,234706,67683,167023,174933,48796,126137,21371,5866,15505,36039,12103,23936,2363,918,1445
1999,0,TEXAS,15-44,9216172,4696746,4519426,5112160,2590748,2521412,1149599,583053,566546,2703596,1395019,1308577,250817,127926,122891
1999,0,TEXAS,15-49,10540046,5351010,5189036,5952545,3009775,2942770,1294715,650309,644406,3004073,1544933,1459140,288713,145993,142720
1999,0,TEXAS, 18+,14281527,6996450,7285077,8769015,4272573,4496442,1591214,764608,826606,3564622,1782741,1781881,356676,176528,180148
