Year,Fips,Area,AgeGroup,Tot,TotM,TotF,AngT,AngM,AngF,BlkT,BlkM,BlkF,HispT,HispM,HispF,OthT,OthM,OthF
1990,0,TEXAS,  00,294083,150264,143819,145391,74827,70564,40116,20317,19799,102643,51999,50644,5933,3121,2812
1990,0,TEXAS,  01,282890,144746,138144,142036,72995,69041,38342,19394,18948,96415,49267,47148,6097,3090,3007
1990,0,TEXAS,  02,281069,143995,137074,141800,72902,68898,37779,19198,18581,95597,48936,46661,5893,2959,2934
1990,0,TEXAS,  03,278389,142478,135911,141889,72757,69132,36869,18573,18296,93953,48259,45694,5678,2889,2789
1990,0,TEXAS,  04,283667,145045,138622,145714,74755,70959,37073,18706,18367,95082,48677,46405,5798,2907,2891
1990,0,TEXAS,  05,279607,142394,137213,144463,73867,70596,36599,18564,18035,92619,46922,45697,5926,3041,2885
1990,0,TEXAS,  06,275849,140960,134889,142477,73155,69322,35647,18044,17603,91790,46693,45097,5935,3068,2867
1990,0,TEXAS,  07,282444,144532,137912,145890,75068,70822,36653,18599,18054,93823,47755,46068,6078,3110,2968
1990,0,TEXAS,  08,267213,136803,130410,137692,70661,67031,34692,17550,17142,89043,45594,43449,5786,2998,2788
1990,0,TEXAS,  09,285939,146323,139616,146980,75599,71381,38011,19296,18715,94779,48278,46501,6169,3150,3019
1990,0,TEXAS,  10,277845,142285,135560,142879,73554,69325,37512,18994,18518,91399,46644,44755,6055,3093,2962
1990,0,TEXAS,  11,258645,132431,126214,132961,68279,64682,34927,17658,17269,85077,43609,41468,5680,2885,2795
1990,0,TEXAS,  12,254205,129961,124244,130770,67171,63599,33955,17177,16778,83916,42762,41154,5564,2851,2713
1990,0,TEXAS,  13,250312,127901,122411,128225,65976,62249,32838,16604,16234,83618,42409,41209,5631,2912,2719
1990,0,TEXAS,  14,248591,127330,121261,126069,64771,61298,32737,16654,16083,84066,42945,41121,5719,2960,2759
1990,0,TEXAS,  15,251136,128559,122577,127050,65070,61980,32960,16753,16207,85381,43763,41618,5745,2973,2772
1990,0,TEXAS,  16,247700,127009,120691,125186,64050,61136,33212,16902,16310,83661,43091,40570,5641,2966,2675
1990,0,TEXAS,  17,257885,132774,125111,130627,66950,63677,34918,17763,17155,86411,44998,41413,5929,3063,2866
1990,0,TEXAS,  18,266209,137000,129209,139752,71715,68037,36126,18613,17513,84363,43561,40802,5968,3111,2857
1990,0,TEXAS,  19,292951,149528,143423,158545,80557,77988,38638,19343,19295,88979,45965,43014,6789,3663,3126
1990,0,TEXAS,  20,280060,142371,137689,152846,77291,75555,35778,17631,18147,84927,43905,41022,6509,3544,2965
1990,0,TEXAS,  21,265901,135593,130308,143066,72421,70645,34034,16918,17116,82177,42711,39466,6624,3543,3081
1990,0,TEXAS,00-04,1420098,726528,693570,716830,368236,348594,190179,96188,93991,483690,247138,236552,29399,14966,14433
1990,0,TEXAS,05-09,1391052,711012,680040,717502,368350,349152,181602,92053,89549,462054,235242,226812,29894,15367,14527
1990,0,TEXAS,10-14,1289598,659908,629690,660904,339751,321153,171969,87087,84882,428076,218369,209707,28649,14701,13948
1990,0,TEXAS,15-19,1315881,674870,641011,681160,348342,332818,175854,89374,86480,428795,221378,207417,30072,15776,14296
1990,0,TEXAS,20-24,1342403,683892,658511,723759,365232,358527,173037,85282,87755,413308,216096,197212,32299,17282,15017
1990,0,TEXAS,25-29,1532575,775073,757502,885372,443726,441646,190226,92088,98138,420907,220706,200201,36070,18553,17517
1990,0,TEXAS,30-34,1551367,780420,770947,946329,477027,469302,187754,90307,97447,378068,194288,183780,39216,18798,20418
1990,0,TEXAS,35-39,1363586,680532,683054,859233,432390,426843,157349,75013,82336,310205,155791,154414,36799,17338,19461
1990,0,TEXAS,40-44,1168068,578867,589201,770940,386487,384453,120080,56481,63599,246605,121528,125077,30443,14371,16072
1990,0,TEXAS,45-49,895780,442376,453404,613771,306951,306820,86447,40327,46120,175148,84986,90162,20414,10112,10302
1990,0,TEXAS,50-54,721711,351677,370034,500084,247796,252288,70003,31924,38079,137905,65203,72702,13719,6754,6965
1990,0,TEXAS,55-59,658485,316290,342195,464939,227744,237195,64039,28878,35161,119603,55190,64413,9904,4478,5426
1990,0,TEXAS,60-64,627463,292783,334680,454751,216159,238592,58271,25459,32812,106905,47878,59027,7536,3287,4249
1990,0,TEXAS,65-69,569162,257415,311747,425693,193886,231807,50127,21450,28677,87775,39638,48137,5567,2441,3126
1990,0,TEXAS,70-74,425675,183286,242389,329962,142919,187043,37582,15170,22412,54552,23605,30947,3579,1592,1987
1990,0,TEXAS,75-79,332675,129999,202676,257876,100144,157732,30419,11580,18839,42244,17407,24837,2136,868,1268
1990,0,TEXAS,80-84,216367,75177,141190,169559,57480,112079,19759,7024,12735,25945,10238,15707,1104,435,669
1990,0,TEXAS, 85+,164564,45941,118623,129780,34001,95779,15996,5042,10954,18115,6636,11479,673,262,411
1990,0,TEXAS,15-44,8273880,4173654,4100226,4866793,2453204,2413589,1004300,488545,515755,2197888,1129787,1068101,204899,102118,102781
1990,0,TEXAS,15-49,9169660,4616030,4553630,5480564,2760155,2720409,1090747,528872,561875,2373036,1214773,1158263,225313,112230,113083
1990,0,TEXAS, 18+,12129041,5880256,6248785,7830345,3784214,4046131,1335853,623981,711872,2710627,1348716,1361911,252216,123345,128871
1990,0,TEXAS, 21+,11289821,5451357,5838464,7379202,3554651,3824551,1225311,568394,656917,2452358,1215285,1237073,232950,113027,119923
1990,0,TEXAS, 65+,1708443,691818,1016625,1312870,528430,784440,153883,60266,93617,228631,97524,131107,13059,5598,7461
1990,0,TEXAS, ALL,16986510,8366046,8620464,10308444,5056621,5251823,1980693,950727,1029966,4339900,2181317,2158583,357473,177381,180092
1991,0,TEXAS,  00,316072,161370,154702,148364,76074,72290,42561,21544,21017,117956,60025,57931,7191,3727,3464
1991,0,TEXAS,  01,301682,154119,147563,147877,76012,71865,41002,20768,20234,106508,54032,52476,6295,3307,2988
1991,0,TEXAS,  02,287908,147252,140656,144114,74095,70019,38914,19698,19216,98679,50290,48389,6201,3169,3032
1991,0,TEXAS,  03,283796,145313,138483,143127,73567,69560,38065,19318,18747,96527,49375,47152,6077,3053,3024
1991,0,TEXAS,  04,281399,144050,137349,143168,73453,69715,37245,18823,18422,95103,48784,46319,5883,2990,2893
1991,0,TEXAS,  05,284207,145376,138831,145782,74787,70995,37150,18745,18405,95382,48879,46503,5893,2965,2928
1991,0,TEXAS,  06,282555,144070,138485,145854,74633,71221,36838,18676,18162,93830,47683,46147,6033,3078,2955
1991,0,TEXAS,  07,278739,142326,136413,144045,73896,70149,36033,18246,17787,92621,47075,45546,6040,3109,2931
1991,0,TEXAS,  08,282730,144647,138083,146091,75135,70956,36535,18539,17996,93923,47802,46121,6181,3171,3010
1991,0,TEXAS,  09,273017,139781,133236,140839,72326,68513,35333,17898,17435,90852,46458,44394,5993,3099,2894
1991,0,TEXAS,  10,283406,145047,138359,145754,74915,70839,37393,18976,18417,94049,47976,46073,6210,3180,3030
1991,0,TEXAS,  11,282070,144451,137619,145056,74650,70406,37861,19196,18665,92945,47433,45512,6208,3172,3036
1991,0,TEXAS,  12,265685,136033,129652,136567,70155,66412,35810,18119,17691,87396,44745,42651,5912,3014,2898
1991,0,TEXAS,  13,257517,131727,125790,132442,68012,64430,34427,17419,17008,84928,43368,41560,5720,2928,2792
1991,0,TEXAS,  14,253482,129527,123955,129980,66830,63150,33346,16868,16478,84401,42861,41540,5755,2968,2787
1991,0,TEXAS,  15,251779,128837,122942,127958,65698,62260,33059,16804,16255,84892,43289,41603,5870,3046,2824
1991,0,TEXAS,  16,253602,129809,123793,128338,65711,62627,33275,16929,16346,86025,44066,41959,5964,3103,2861
1991,0,TEXAS,  17,252123,129202,122921,127517,65182,62335,33562,17117,16445,85090,43756,41334,5954,3147,2807
1991,0,TEXAS,  18,276833,142810,134023,144668,74439,70229,37162,19052,18110,88374,45854,42520,6629,3465,3164
1991,0,TEXAS,  19,293005,151128,141877,158599,81512,77087,38808,19971,18837,88662,45940,42722,6936,3705,3231
1991,0,TEXAS,  20,289076,147841,141235,156119,79371,76748,37446,18984,18462,88675,45800,42875,6836,3686,3150
1991,0,TEXAS,  21,280881,143548,137333,152016,77310,74706,35719,17817,17902,86392,44752,41640,6754,3669,3085
1991,0,TEXAS,00-04,1470857,752104,718753,726650,373201,353449,197787,100151,97636,514773,262506,252267,31647,16246,15401
1991,0,TEXAS,05-09,1401248,716200,685048,722611,370777,351834,181889,92104,89785,466608,237897,228711,30140,15422,14718
1991,0,TEXAS,10-14,1342160,686785,655375,689799,354562,335237,178837,90578,88259,443719,226383,217336,29805,15262,14543
1991,0,TEXAS,15-19,1327342,681786,645556,687080,352542,334538,175866,89873,85993,433043,222905,210138,31353,16466,14887
1991,0,TEXAS,20-24,1349309,689134,660175,720647,365183,355464,173933,86631,87302,421701,219590,202111,33028,17730,15298
1991,0,TEXAS,25-29,1482434,748928,733506,840062,419421,420641,184908,89650,95258,421866,221507,200359,35598,18350,17248
1991,0,TEXAS,30-34,1575913,791956,783957,952037,478500,473537,190468,91261,99207,393936,203050,190886,39472,19145,20327
1991,0,TEXAS,35-39,1417564,708514,709050,887480,446609,440871,164769,78724,86045,327453,165189,162264,37862,17992,19870
1991,0,TEXAS,40-44,1239273,613786,625487,807687,404404,403283,131861,61801,70060,266453,131921,134532,33272,15660,17612
1991,0,TEXAS,45-49,939421,464274,475147,638388,319449,318939,90343,42150,48193,188468,91846,96622,22222,10829,11393
1991,0,TEXAS,50-54,750797,366830,383967,518984,257434,261550,72370,33118,39252,144181,68678,75503,15262,7600,7662
1991,0,TEXAS,55-59,663016,318253,344763,464968,227542,237426,64491,28978,35513,122755,56703,66052,10802,5030,5772
1991,0,TEXAS,60-64,629132,295032,334100,453782,217038,236744,57824,25307,32517,109398,49153,60245,8128,3534,4594
1991,0,TEXAS,65-69,574967,259389,315578,425988,194016,231972,51107,21590,29517,91803,41153,50650,6069,2630,3439
1991,0,TEXAS,70-74,446991,193334,253657,344075,149704,194371,38667,15721,22946,60209,26112,34097,4040,1797,2243
1991,0,TEXAS,75-79,340146,134329,205817,264138,104015,160123,30261,11485,18776,43293,17811,25482,2454,1018,1436
1991,0,TEXAS,80-84,224574,78079,146495,175338,59576,115762,20129,7030,13099,27801,10959,16842,1306,514,792
1991,0,TEXAS, 85+,173856,48402,125454,136089,35667,100422,16964,5226,11738,20012,7205,12807,791,304,487
1991,0,TEXAS,15-44,8391835,4234104,4157731,4894993,2466659,2428334,1021805,497940,523865,2264452,1164162,1100290,210585,105343,105242
1991,0,TEXAS,15-49,9331256,4698378,4632878,5533381,2786108,2747273,1112148,540090,572058,2452920,1256008,1196912,232807,116172,116635
1991,0,TEXAS, 18+,12377231,6004178,6373053,7932930,3834509,4098421,1364065,637695,726370,2816365,1402671,1413694,263871,129303,134568
1991,0,TEXAS, 21+,11518317,5562399,5955918,7473544,3599187,3874357,1250649,579688,670961,2550654,1265077,1285577,243470,118447,125023
1991,0,TEXAS, 65+,1760534,713533,1047001,1345628,542978,802650,157128,61052,96076,243118,103240,139878,14660,6263,8397
1991,0,TEXAS, ALL,17349000,8547115,8801885,10455803,5129640,5326163,2022474,971378,1051096,4497472,2260568,2236904,373251,185529,187722
1992,0,TEXAS,  00,318900,162680,156220,144985,74291,70694,42638,21667,20971,123648,62827,60821,7629,3895,3734
1992,0,TEXAS,  01,318125,162422,155703,149163,76478,72685,42776,21658,21118,118834,60475,58359,7352,3811,3541
1992,0,TEXAS,  02,303793,155188,148605,148701,76431,72270,41215,20881,20334,107438,54498,52940,6439,3378,3061
1992,0,TEXAS,  03,290054,148349,141705,144947,74521,70426,39141,19812,19329,99608,50765,48843,6358,3251,3107
1992,0,TEXAS,  04,285985,146437,139548,143973,74003,69970,38313,19449,18864,97462,49848,47614,6237,3137,3100
1992,0,TEXAS,  05,283176,144948,138228,143861,73791,70070,37412,18913,18499,95875,49180,46695,6028,3064,2964
1992,0,TEXAS,  06,286034,146321,139713,146482,75152,71330,37333,18841,18492,96182,49292,46890,6037,3036,3001
1992,0,TEXAS,  07,284334,144974,139360,146522,74971,71551,37010,18764,18246,94625,48087,46538,6177,3152,3025
1992,0,TEXAS,  08,280550,143249,137301,144752,74253,70499,36206,18338,17868,93406,47473,45933,6186,3185,3001
1992,0,TEXAS,  09,284518,145567,138951,146774,75482,71292,36716,18639,18077,94702,48201,46501,6326,3245,3081
1992,0,TEXAS,  10,275057,140845,134212,141625,72728,68897,35556,18022,17534,91721,46913,44808,6155,3182,2973
1992,0,TEXAS,  11,285443,146097,139346,146533,75302,71231,37621,19100,18521,94919,48431,46488,6370,3264,3106
1992,0,TEXAS,  12,284079,145481,138598,145828,75042,70786,38089,19316,18773,93812,47875,45937,6350,3248,3102
1992,0,TEXAS,  13,267674,137069,130605,137324,70540,66784,36031,18246,17785,88250,45189,43061,6069,3094,2975
1992,0,TEXAS,  14,259544,132770,126774,133231,68408,64823,34647,17541,17106,85783,43804,41979,5883,3017,2866
1992,0,TEXAS,  15,256423,131026,125397,131129,67384,63745,33712,17070,16642,85611,43489,42122,5971,3083,2888
1992,0,TEXAS,  16,255077,130543,124534,129265,66335,62930,33512,17065,16447,86161,43944,42217,6139,3199,2940
1992,0,TEXAS,  17,257295,131747,125548,129970,66508,63462,33761,17242,16519,87301,44714,42587,6263,3283,2980
1992,0,TEXAS,  18,273531,140663,132868,142504,73231,69273,36319,18664,17655,87963,45192,42771,6745,3576,3169
1992,0,TEXAS,  19,301236,155712,145524,161865,83393,78472,39811,20436,19375,92055,47863,44192,7505,4020,3485
1992,0,TEXAS,  20,290553,149906,140647,156191,80219,75972,38094,19719,18375,89216,46206,43010,7052,3762,3290
1992,0,TEXAS,  21,288378,148250,140128,154228,78881,75347,37413,19133,18280,89644,46422,43222,7093,3814,3279
1992,0,TEXAS,00-04,1516857,775076,741781,731769,375724,356045,204083,103467,100616,546990,278413,268577,34015,17472,16543
1992,0,TEXAS,05-09,1418612,725059,693553,728391,373649,354742,184677,93495,91182,474790,242233,232557,30754,15682,15072
1992,0,TEXAS,10-14,1371797,702262,669535,704541,362020,342521,181944,92225,89719,454485,232212,222273,30827,15805,15022
1992,0,TEXAS,15-19,1343562,689691,653871,694733,356851,337882,177115,90477,86638,439091,225202,213889,32623,17161,15462
1992,0,TEXAS,20-24,1373774,705099,668675,728033,371580,356453,178859,90253,88606,432508,224823,207685,34374,18443,15931
1992,0,TEXAS,25-29,1447820,731268,716552,803208,400020,403188,182405,88756,93649,426342,224057,202285,35865,18435,17430
1992,0,TEXAS,30-34,1577523,793267,784256,944253,473741,470512,190651,91627,99024,402987,208468,194519,39632,19431,20201
1992,0,TEXAS,35-39,1466302,732983,733319,910791,457963,452828,172186,82337,89849,344238,174128,170110,39087,18555,20532
1992,0,TEXAS,40-44,1255922,621943,633979,807858,404169,403689,137448,64423,73025,275980,137052,138928,34636,16299,18337
1992,0,TEXAS,45-49,1009974,499413,510561,683733,342236,341497,96472,44958,51514,205179,100325,104854,24590,11894,12696
1992,0,TEXAS,50-54,777696,380436,397260,537203,266442,270761,74483,34223,40260,149429,71519,77910,16581,8252,8329
1992,0,TEXAS,55-59,672182,322918,349264,469077,229765,239312,65085,29188,35897,126437,58467,67970,11583,5498,6085
1992,0,TEXAS,60-64,625245,293616,331629,448830,215146,233684,57423,25052,32371,110391,49653,60738,8601,3765,4836
1992,0,TEXAS,65-69,575965,260160,315805,423993,193818,230175,51244,21552,29692,94278,42018,52260,6450,2772,3678
1992,0,TEXAS,70-74,465382,201685,263697,355924,155115,200809,39616,16127,23489,65450,28509,36941,4392,1934,2458
1992,0,TEXAS,75-79,344870,136946,207924,267821,106299,161522,30325,11392,18933,44013,18123,25890,2711,1132,1579
1992,0,TEXAS,80-84,229847,80239,149608,179243,61329,117914,20120,7008,13112,29042,11317,17725,1442,585,857
1992,0,TEXAS, 85+,182320,50874,131446,141820,37289,104531,17844,5431,12413,21712,7792,13920,944,362,582
1992,0,TEXAS,15-44,8464903,4274251,4190652,4888876,2464324,2424552,1038664,507873,530791,2321146,1193730,1127416,216217,108324,107893
1992,0,TEXAS,15-49,9474877,4773664,4701213,5572609,2806560,2766049,1135136,552831,582305,2526325,1294055,1232270,240807,120218,120589
1992,0,TEXAS, 18+,12579589,6107222,6472367,8006156,3871536,4134620,1390291,651427,738864,2908004,1449306,1458698,275138,134953,140185
1992,0,TEXAS, 21+,11714269,5660941,6053328,7545596,3634693,3910903,1276067,592608,683459,2638770,1310045,1328725,253836,123595,130241
1992,0,TEXAS, 65+,1798384,729904,1068480,1368801,553850,814951,159149,61510,97639,254495,107759,146736,15939,6785,9154
1992,0,TEXAS, ALL,17655650,8702935,8952715,10561221,5183156,5378065,2061980,991991,1069989,4643342,2334311,2309031,389107,193477,195630
1993,0,TEXAS,  00,322175,164214,157961,142971,73255,69716,41986,21253,20733,129064,65541,63523,8154,4165,3989
1993,0,TEXAS,  01,322027,164272,157755,146288,74951,71337,42913,21807,21106,124949,63491,61458,7877,4023,3854
1993,0,TEXAS,  02,321344,164044,157300,150505,77151,73354,43049,21794,21255,120185,61157,59028,7605,3942,3663
1993,0,TEXAS,  03,307032,156850,150182,150044,77119,72925,41514,21038,20476,108790,55186,53604,6684,3507,3177
1993,0,TEXAS,  04,293307,149992,143315,146298,75201,71097,39433,19960,19473,100966,51455,49511,6610,3376,3234
1993,0,TEXAS,  05,288679,147833,140846,145084,74574,70510,38545,19573,18972,98599,50438,48161,6451,3248,3203
1993,0,TEXAS,  06,285890,146332,139558,144956,74346,70610,37640,19031,18609,97039,49778,47261,6255,3177,3078
1993,0,TEXAS,  07,288712,147696,141016,147566,75702,71864,37550,18957,18593,97339,49887,47452,6257,3150,3107
1993,0,TEXAS,  08,286991,146341,140650,147606,75523,72083,37228,18879,18349,95763,48678,47085,6394,3261,3133
1993,0,TEXAS,  09,283275,144652,138623,145861,74823,71038,36444,18463,17981,94559,48065,46494,6411,3301,3110
1993,0,TEXAS,  10,287694,147208,140486,148087,76145,71942,37007,18787,18220,96023,48899,47124,6577,3377,3200
1993,0,TEXAS,  11,278226,142483,135743,142942,73381,69561,35844,18178,17666,93039,47607,45432,6401,3317,3084
1993,0,TEXAS,  12,288621,147735,140886,147835,75949,71886,37927,19265,18662,96248,49133,47115,6611,3388,3223
1993,0,TEXAS,  13,287215,147096,140119,147125,75696,71429,38377,19467,18910,95109,48554,46555,6604,3379,3225
1993,0,TEXAS,  14,270766,138657,132109,138605,71180,67425,36314,18394,17920,89530,45860,43670,6317,3223,3094
1993,0,TEXAS,  15,264247,135167,129080,135218,69360,65858,35097,17780,17317,87682,44809,42873,6250,3218,3032
1993,0,TEXAS,  16,261466,133599,127867,133269,68418,64851,34249,17360,16889,87567,44508,43059,6381,3313,3068
1993,0,TEXAS,  17,260536,133396,127140,131721,67531,64190,34109,17441,16668,88109,44955,43154,6597,3469,3128
1993,0,TEXAS,  18,280674,144342,136332,145835,75041,70794,36710,18926,17784,90926,46582,44344,7203,3793,3410
1993,0,TEXAS,  19,299924,154805,145119,160652,82753,77899,39147,20222,18925,92349,47610,44739,7776,4220,3556
1993,0,TEXAS,  20,301354,156063,145291,160887,82935,77952,39277,20349,18928,93379,48595,44784,7811,4184,3627
1993,0,TEXAS,  21,292420,151881,140539,155700,80548,75152,38239,20035,18204,90989,47307,43682,7492,3991,3501
1993,0,TEXAS,00-04,1565885,799372,766513,736106,377677,358429,208895,105852,103043,583954,296830,287124,36930,19013,17917
1993,0,TEXAS,05-09,1433547,732854,700693,731073,374968,356105,187407,94903,92504,483299,246846,236453,31768,16137,15631
1993,0,TEXAS,10-14,1412522,723179,689343,724594,372351,352243,185469,94091,91378,469949,240053,229896,32510,16684,15826
1993,0,TEXAS,15-19,1366847,701309,665538,706695,363103,343592,179312,91729,87583,446633,228464,218169,34207,18013,16194
1993,0,TEXAS,20-24,1424224,735589,688635,750342,385978,364364,186383,95404,90979,450455,234373,216082,37044,19834,17210
1993,0,TEXAS,25-29,1411430,714551,696879,766015,381508,384507,179703,88576,91127,428948,225541,203407,36764,18926,17838
1993,0,TEXAS,30-34,1588936,800427,788509,939287,470592,468695,192874,93380,99494,416006,216248,199758,40769,20207,20562
1993,0,TEXAS,35-39,1508518,755011,753507,929273,467217,462056,178835,85823,93012,359922,182687,177235,40488,19284,21204
1993,0,TEXAS,40-44,1292220,641110,651110,821657,411494,410163,144274,67982,76292,289852,144442,145410,36437,17192,19245
1993,0,TEXAS,45-49,1064461,525964,538497,714878,357383,357495,102753,47721,55032,219958,107945,112013,26872,12915,13957
1993,0,TEXAS,50-54,819354,401555,417799,565704,280960,284744,77687,35776,41911,157638,75692,81946,18325,9127,9198
1993,0,TEXAS,55-59,683667,328796,354871,476131,233307,242824,65039,29127,35912,130040,60386,69654,12457,5976,6481
1993,0,TEXAS,60-64,625446,293987,331459,446515,214396,232119,57626,25074,32552,112069,50461,61608,9236,4056,5180
1993,0,TEXAS,65-69,578087,261201,316886,423407,194124,229283,51214,21476,29738,96563,42623,53940,6903,2978,3925
1993,0,TEXAS,70-74,480245,208528,271717,363762,158780,204982,40767,16566,24201,70893,31065,39828,4823,2117,2706
1993,0,TEXAS,75-79,348829,139596,209233,271364,108684,162680,30190,11391,18799,44317,18281,26036,2958,1240,1718
1993,0,TEXAS,80-84,236469,82761,153708,183683,63239,120444,20439,7014,13425,30750,11865,18885,1597,643,954
1993,0,TEXAS, 85+,190797,53568,137229,147532,39129,108403,18561,5562,12999,23606,8452,15154,1098,425,673
1993,0,TEXAS,15-44,8592175,4347997,4244178,4913269,2479892,2433377,1061381,522894,538487,2391816,1231755,1160061,225709,113456,112253
1993,0,TEXAS,15-49,9656636,4873961,4782675,5628147,2837275,2790872,1164134,570615,593519,2611774,1339700,1272074,252581,126371,126210
1993,0,TEXAS, 18+,12833281,6241791,6591490,8106037,3924585,4181452,1422202,670020,752182,3014292,1504253,1510039,290750,142933,147817
1993,0,TEXAS, 21+,11951329,5786581,6164748,7638663,3683856,3954807,1307068,610523,696545,2737638,1361466,1376172,267960,130736,137224
1993,0,TEXAS, 65+,1834427,745654,1088773,1389748,563956,825792,161171,62009,99162,266129,112286,153843,17379,7403,9976
1993,0,TEXAS, ALL,18031484,8899358,9132126,10698018,5254890,5443128,2107428,1017447,1089981,4814852,2422254,2392598,411186,204767,206419
1994,0,TEXAS,  00,322486,164801,157685,141004,72275,68729,40596,20574,20022,132341,67547,64794,8545,4405,4140
1994,0,TEXAS,  01,325297,165812,159485,144508,74044,70464,42172,21342,20830,130304,66182,64122,8313,4244,4069
1994,0,TEXAS,  02,325149,165844,159305,147793,75700,72093,43095,21890,21205,126235,64151,62084,8026,4103,3923
1994,0,TEXAS,  03,324540,165673,158867,152038,77925,74113,43243,21883,21360,121492,61842,59650,7767,4023,3744
1994,0,TEXAS,  04,310205,158474,151731,151552,77879,73673,41719,21148,20571,110091,55857,54234,6843,3590,3253
1994,0,TEXAS,  05,296082,151444,144638,147615,75886,71729,39575,20038,19537,102144,52070,50074,6748,3450,3298
1994,0,TEXAS,  06,291481,149270,142211,146421,75270,71151,38699,19658,19041,99776,51030,48746,6585,3312,3273
1994,0,TEXAS,  07,288632,147761,140871,146245,75020,71225,37778,19102,18676,98228,50392,47836,6381,3247,3134
1994,0,TEXAS,  08,291471,149128,142343,148859,76377,72482,37702,19043,18659,98512,50488,48024,6398,3220,3178
1994,0,TEXAS,  09,289743,147763,141980,148911,76199,72712,37375,18962,18413,96938,49278,47660,6519,3324,3195
1994,0,TEXAS,  10,286009,146060,139949,147119,75471,71648,36659,18582,18077,95682,48632,47050,6549,3375,3174
1994,0,TEXAS,  11,290407,148591,141816,149352,76794,72558,37208,18909,18299,97133,49441,47692,6714,3447,3267
1994,0,TEXAS,  12,280973,143868,137105,144215,74021,70194,36058,18291,17767,94158,48163,45995,6542,3393,3149
1994,0,TEXAS,  13,291268,149098,142170,149054,76572,72482,38123,19384,18739,97343,49682,47661,6748,3460,3288
1994,0,TEXAS,  14,289862,148440,141422,148340,76319,72021,38572,19577,18995,96213,49097,47116,6737,3447,3290
1994,0,TEXAS,  15,274072,140275,133797,140143,71896,68247,36583,18552,18031,90845,46508,44337,6501,3319,3182
1994,0,TEXAS,  16,267896,136990,130906,136895,70157,66738,35464,17992,17472,89061,45488,43573,6476,3353,3123
1994,0,TEXAS,  17,265539,135683,129856,135271,69374,65897,34647,17634,17013,88953,45191,43762,6668,3484,3184
1994,0,TEXAS,  18,282496,145197,137299,147169,75845,71324,36844,19017,17827,91141,46465,44676,7342,3870,3472
1994,0,TEXAS,  19,305583,157536,148047,163543,84263,79280,39277,20322,18955,94725,48629,46096,8038,4322,3716
1994,0,TEXAS,  20,298766,154213,144553,159528,82089,77439,38267,19903,18364,93128,47978,45150,7843,4243,3600
1994,0,TEXAS,  21,301821,157000,144821,160152,82977,77175,39098,20441,18657,94549,49294,45255,8022,4288,3734
1994,0,TEXAS,00-04,1607677,820604,787073,736895,377823,359072,210825,106837,103988,620463,315579,304884,39494,20365,19129
1994,0,TEXAS,05-09,1457409,745366,712043,738051,378752,359299,191129,96803,94326,495598,253258,242340,32631,16553,16078
1994,0,TEXAS,10-14,1438519,736057,702462,738080,379177,358903,186620,94743,91877,480529,245015,235514,33290,17122,16168
1994,0,TEXAS,15-19,1395586,715681,679905,723021,371535,351486,182815,93517,89298,454725,232281,222444,35025,18348,16677
1994,0,TEXAS,20-24,1456152,754003,702149,765867,395360,370507,189924,98194,91730,462119,239978,222141,38242,20471,17771
1994,0,TEXAS,25-29,1383749,701073,682676,738225,368105,370120,176531,87344,89187,432034,226611,205423,36959,19013,17946
1994,0,TEXAS,30-34,1589945,800734,789211,928493,463733,464760,193058,93655,99403,427269,222796,204473,41125,20550,20575
1994,0,TEXAS,35-39,1543322,772761,770561,943841,474316,469525,183412,88045,95367,374495,190569,183926,41574,19831,21743
1994,0,TEXAS,40-44,1334292,662590,671702,843369,422358,421011,150112,70894,79218,303338,151638,151700,37473,17700,19773
1994,0,TEXAS,45-49,1117885,552019,565866,742883,371098,371785,110445,51177,59268,235186,115665,119521,29371,14079,15292
1994,0,TEXAS,50-54,860118,421749,438369,592375,294324,298051,80719,37135,43584,167139,80434,86705,19885,9856,10029
1994,0,TEXAS,55-59,698945,336607,362338,486268,238470,247798,65425,29274,36151,133877,62391,71486,13375,6472,6903
1994,0,TEXAS,60-64,627453,295485,331968,445884,214444,231440,57829,25152,32677,113953,51547,62406,9787,4342,5445
1994,0,TEXAS,65-69,578180,261559,316621,421333,193963,227370,50951,21284,29667,98610,43148,55462,7286,3164,4122
1994,0,TEXAS,70-74,493478,214270,279208,370911,161902,209009,41405,16790,24615,75897,33284,42613,5265,2294,2971
1994,0,TEXAS,75-79,243186,85415,157771,188130,65157,122973,20742,7056,13686,32557,12488,20069,1757,714,1043
1994,0,TEXAS,80-84,198139,55706,142433,152427,40568,111859,19125,5716,13409,25317,8932,16385,1270,490,780
1994,0,TEXAS, 85+,354150,143078,211072,275306,111485,163821,30208,11346,18862,45404,18877,26527,3232,1370,1862
1994,0,TEXAS,15-44,8703046,4406842,4296204,4942816,2495407,2447409,1075852,531649,544203,2453980,1263873,1190107,230398,115913,114485
1994,0,TEXAS,15-49,9820931,4958861,4862070,5685699,2866505,2819194,1186297,582826,603471,2689166,1379538,1309628,259769,129992,129777
1994,0,TEXAS, 18+,13067073,6359782,6707291,8206024,3975391,4230633,1446007,682401,763606,3113061,1553452,1559609,301981,148538,153443
1994,0,TEXAS, 21+,12180228,5902836,6277392,7735784,3733194,4002590,1331619,623159,708460,2834067,1410380,1423687,278758,136103,142655
1994,0,TEXAS, 65+,1867133,760028,1107105,1408107,573075,835032,162431,62192,100239,277785,116729,161056,18810,8032,10778
